id,age,email,salary
881,29,user881@example.com,49630.0
882,20,,65270.0
883,35,user883@service.net,38482.0
884,33,,27878.0
885,14,user885@service.net,118029.0
886,39,bademail,98213.0
887,36,user887@example.com,60652.0
888,32,user888@mail.org,74256.0
889,28,user889@service.net,77234.0
890,36,user890@example.com,76109.0
891,31,user891@mail.org,43252.0
892,20,user892@example.com,42014.0
893,22,user893@domain.com,71251.0
894,27,user894@domain.com,35837.0
895,24,user895@company.io,-1.0
896,34,user896@mail.org,-1.0
897,45,user897@example.com,44531.0
898,36,user898@service.net,101357.0
899,19,user899@domain.com,32137.0
900,41,,60214.0
901,130,user901@service.net,44921.0
902,43,user902@service.net,73976.0
903,25,user903@domain.com,
904,24,user904@domain.com,41008.0
905,44,user905@example.com,-100.0
906,29,user906@company.io,73818.0
907,-1,user907@mail.org,74902.0
908,9,user908@service.net,-100.0
909,9,user909@domain.com,88248.0
910,29,user910@company.io,39233.0
911,38,user911@service.net,76972.0
912,130,user912@service.net,26378.0
913,33,user913@example.com,
914,37,user914@mail.org,70596.0
915,46,user915@domain.com,31474.0
916,22,,88100.0
917,25,user917@service.net,40869.0
918,32,user918@domain.com,
919,37,,92513.0
920,26,user920@domain.com,52391.0
921,130,user921@example.com,57540.0
922,31,user922@mail.org,89462.0
923,38,user923@mail.org,73743.0
924,-1,user924@mail.org,65144.0
925,32,,48424.0
926,31,user926@example.com,43141.0
927,19,user927@service.net,-100.0
928,46,user928@service.net,67225.0
929,130,user929@example.com,64268.0
930,23,,92794.0
931,41,user931@company.io,116755.0
932,12,user932@domain.com,23629.0
933,10,user933@example.com,
934,200,user934@example.com,70200.0
935,-1,user935@domain.com,50843.0
936,32,user936@service.net,87514.0
937,45,user937@company.io,50101.0
938,24,user938@domain.com,
939,19,bademail,75064.0
940,47,,55944.0
941,38,user941@service.net,76178.0
942,28,user942@service.net,49497.0
943,-5,user943@domain.com,62252.0
944,-5,user944@company.io,56197.0
945,29,user945@mail.org,35810.0
946,52,user946@domain.com,59182.0
947,19,user947@mail.org,60692.0
948,200,user948@example.com,82259.0
949,50,user949@domain.com,37547.0
950,36,user950@service.net,49651.0
951,39,user951@service.net,89500.0
952,41,user952@service.net,42542.0
953,37,user953@domain.com,85860.0
954,65,user954@company.io,72678.0
955,27,user955@mail.org,55557.0
956,26,user956@service.net,73811.0
957,30,user957@example.com,81426.0
958,40,user958@service.net,
959,26,user959@domain.com,41620.0
960,31,user960@example.com,52035.0
961,27,user961@company.io,38686.0
962,22,user962@mail.org,-100.0
963,31,user963@company.io,70384.0
964,38,user964@mail.org,75222.0
965,43,bademail,64290.0
966,49,user966@company.io,26732.0
967,130,user967@example.com,80055.0
968,45,user968@example.com,
969,0,user969@mail.org,29429.0
970,41,user970@company.io,57653.0
971,21,user971@company.io,
972,33,user972@company.io,61050.0
973,6,user973@company.io,
974,9,user974@service.net,80622.0
975,21,user975@company.io,82477.0
976,49,user976@domain.com,88397.0
977,21,user977@example.com,88461.0
978,33,bademail,61308.0
979,26,user979@domain.com,70477.0
980,45,user980@domain.com,47632.0
981,23,bademail,35647.0
982,40,user982@service.net,49327.0
983,43,user983@company.io,80091.0
984,53,user984@domain.com,58908.0
985,20,none@invalid,43711.0
986,-1,user986@company.io,64127.0
987,38,user987@domain.com,38970.0
988,36,user988@domain.com,72632.0
989,27,user989@mail.org,43175.0
990,7,user990@company.io,35399.0
991,-1,user991@domain.com,86943.0
992,25,user992@domain.com,56876.0
993,45,,93394.0
994,66,user994@company.io,44482.0
995,49,user995@domain.com,-1.0
996,-5,user996@company.io,66671.0
997,4,user997@company.io,80862.0
998,-5,user998@service.net,71419.0
999,-5,user999@company.io,82367.0
1000,35,none@invalid,64430.0
